Study,SampleName,location,age_months,lifestyle,study_accession,BioSample,NCBI_SampleName,SRA
Kamngona2019,870.Family3249.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,93.Family3033.Child1.12M,Malawi,12,Transitional,,,,
Kamngona2019,972.Family3269.Child1.12M,Malawi,12,Transitional,,,,
Stewart2018,SRR7570031,Sweden,12.55030801,Industrialized,,,,
Stewart2018,SRR7570037,Washington,10.87474333,Industrialized,,,,
Stewart2018,SRR7570041,Sweden,3.811088296,Industrialized,,,,
Stewart2018,SRR7570042,Finland,4.928131417,Industrialized,,,,
Stewart2018,SRR7570087,Sweden,4.271047228,Industrialized,,,,
Stewart2018,SRR7570093,Finland,32.06570842,Industrialized,,,,
Stewart2018,SRR7570150,Germany,5.289527721,Industrialized,,,,
Stewart2018,SRR7570170,Finland,7.950718686,Industrialized,,,,
Stewart2018,SRR7570174,Sweden,25.0349076,Industrialized,,,,
Stewart2018,SRR7570195,Finland,9.264887064,Industrialized,,,,
Stewart2018,SRR7570197,Sweden,16.55852156,Industrialized,,,,
Stewart2018,SRR7570198,Finland,10.84188912,Industrialized,,,,
Stewart2018,SRR7570208,Finland,3.219712526,Industrialized,,,,
Stewart2018,SRR7570212,Finland,6.439425051,Industrialized,,,,
Stewart2018,SRR7570248,Finland,16.29568789,Industrialized,,,,
Stewart2018,SRR7570257,Sweden,8.969199179,Industrialized,,,,
Stewart2018,SRR7570305,Sweden,17.21560575,Industrialized,,,,
Stewart2018,SRR7570380,Washington,9.034907598,Industrialized,,,,
Stewart2018,SRR7570414,Washington,19.08829569,Industrialized,,,,
Stewart2018,SRR7570422,Finland,32.52566735,Industrialized,,,,
Stewart2018,SRR7570423,Germany,10.38193018,Industrialized,,,,
Stewart2018,SRR7570449,Colorado (US),32.3613963,Industrialized,,,,
Stewart2018,SRR7570485,Colorado (US),3.055441478,Industrialized,,,,
Stewart2018,SRR7570490,Sweden,7.030800821,Industrialized,,,,
Stewart2018,SRR7570513,Colorado (US),8.772073922,Industrialized,,,,
Stewart2018,SRR7570530,Sweden,16.45995893,Industrialized,,,,
Stewart2018,SRR7570533,Sweden,26.74332649,Industrialized,,,,
Stewart2018,SRR7570537,Finland,20.04106776,Industrialized,,,,
Stewart2018,SRR7570570,Sweden,33.18275154,Industrialized,,,,
Stewart2018,SRR7570588,Georgia (US),9.396303901,Industrialized,,,,
Stewart2018,SRR7570602,Colorado (US),23.19507187,Industrialized,,,,
Stewart2018,SRR7570614,Finland,20.89527721,Industrialized,,,,
Stewart2018,SRR7570618,Germany,6.800821355,Industrialized,,,,
Stewart2018,SRR7570620,Finland,9.593429158,Industrialized,,,,
Stewart2018,SRR7570621,Germany,3.975359343,Industrialized,,,,
Stewart2018,SRR7570627,Finland,8.147843943,Industrialized,,,,
Stewart2018,SRR7570655,Georgia (US),4.041067762,Industrialized,,,,
Stewart2018,SRR7570702,Germany,35.28542094,Industrialized,,,,
Stewart2018,SRR7570720,Finland,22.17659138,Industrialized,,,,
Stewart2018,SRR7570733,Sweden,30.98151951,Industrialized,,,,
Stewart2018,SRR7570741,Sweden,14.09445585,Industrialized,,,,
Stewart2018,SRR7570767,Germany,12.84599589,Industrialized,,,,
Stewart2018,SRR7570781,Colorado (US),34.0698152,Industrialized,,,,
Stewart2018,SRR7570820,Sweden,22.63655031,Industrialized,,,,
Stewart2018,SRR7570854,Sweden,23.09650924,Industrialized,,,,
Stewart2018,SRR7570889,Finland,6.078028747,Industrialized,,,,
Stewart2018,SRR7570910,Finland,3.811088296,Industrialized,,,,
Stewart2018,SRR7570912,Sweden,6.110882957,Industrialized,,,,
Stewart2018,SRR7570929,Georgia (US),8.31211499,Industrialized,,,,
Stewart2018,SRR7570945,Washington,14.85010267,Industrialized,,,,
Stewart2018,SRR7570977,Finland,11.72895277,Industrialized,,,,
Stewart2018,SRR7571014,Sweden,9.593429158,Industrialized,,,,
Stewart2018,SRR7571025,Sweden,18.20123203,Industrialized,,,,
Stewart2018,SRR7571027,Sweden,11.95893224,Industrialized,,,,
Stewart2018,SRR7571080,Colorado (US),3.088295688,Industrialized,,,,
Stewart2018,SRR7571134,Germany,17.44558522,Industrialized,,,,
Stewart2018,SRR7571152,Finland,5.420944559,Industrialized,,,,
Stewart2018,SRR7571174,Finland,3.909650924,Industrialized,,,,
Stewart2018,SRR7571178,Sweden,16.03285421,Industrialized,,,,
Stewart2018,SRR7571217,Washington,8.180698152,Industrialized,,,,
Stewart2018,SRR7571254,Washington,26.0862423,Industrialized,,,,
Stewart2018,SRR7571260,Sweden,18.00410678,Industrialized,,,,
Stewart2018,SRR7571263,Finland,7.950718686,Industrialized,,,,
Stewart2018,SRR7571270,Finland,29.50308008,Industrialized,,,,
Stewart2018,SRR7571286,Finland,14.29158111,Industrialized,,,,
Stewart2018,SRR7571306,Washington,15.40862423,Industrialized,,,,
Stewart2018,SRR7571319,Sweden,32.03285421,Industrialized,,,,
Stewart2018,SRR7571348,Finland,11.30184805,Industrialized,,,,
Stewart2018,SRR7571360,Colorado (US),20.862423,Industrialized,,,,
Stewart2018,SRR7571368,Sweden,11.72895277,Industrialized,,,,
Stewart2018,SRR7571372,Finland,15.44147844,Industrialized,,,,
Stewart2018,SRR7571386,Finland,4.402464066,Industrialized,,,,
Stewart2018,SRR7571432,Germany,23.19507187,Industrialized,,,,
Stewart2018,SRR7571471,Germany,20.20533881,Industrialized,,,,
Stewart2018,SRR7571482,Sweden,33.97125257,Industrialized,,,,
Stewart2018,SRR7571485,Sweden,11.69609856,Industrialized,,,,
Stewart2018,SRR7571493,Washington,19.41683778,Industrialized,,,,
Stewart2018,SRR7571498,Colorado (US),17.28131417,Industrialized,,,,
Stewart2018,SRR7571502,Finland,23.16221766,Industrialized,,,,
Stewart2018,SRR7571539,Sweden,10.74332649,Industrialized,,,,
Stewart2018,SRR7571543,Sweden,25.10061602,Industrialized,,,,
Stewart2018,SRR7571559,Sweden,6.53798768,Industrialized,,,,
Stewart2018,SRR7571565,Colorado (US),20.40246407,Industrialized,,,,
Stewart2018,SRR7571571,Washington,34.98973306,Industrialized,,,,
Stewart2018,SRR7571584,Finland,24.08213552,Industrialized,,,,
Stewart2018,SRR7571627,Sweden,20.96098563,Industrialized,,,,
Stewart2018,SRR7571634,Germany,7.983572895,Industrialized,,,,
Stewart2018,SRR7571649,Colorado (US),6.340862423,Industrialized,,,,
Stewart2018,SRR7571657,Washington,10.97330595,Industrialized,,,,
Stewart2018,SRR7571666,Finland,23.88501027,Industrialized,,,,
Stewart2018,SRR7571692,Sweden,24.90349076,Industrialized,,,,
Stewart2018,SRR7571708,Finland,11.36755647,Industrialized,,,,
Stewart2018,SRR7571715,Finland,26.90759754,Industrialized,,,,
Stewart2018,SRR7571738,Sweden,6.53798768,Industrialized,,,,
Stewart2018,SRR7571753,Sweden,13.07597536,Industrialized,,,,
Stewart2018,SRR7571754,Sweden,17.14989733,Industrialized,,,,
Stewart2018,SRR7571769,Colorado (US),6.242299795,Industrialized,,,,
Stewart2018,SRR7571776,Colorado (US),13.24024641,Industrialized,,,,
Stewart2018,SRR7571834,Germany,5.486652977,Industrialized,,,,
Stewart2018,SRR7571868,Colorado (US),4.829568789,Industrialized,,,,
Stewart2018,SRR7571869,Sweden,33.93839836,Industrialized,,,,
Stewart2018,SRR7571871,Sweden,19.21971253,Industrialized,,,,
Stewart2018,SRR7571873,Germany,5.9137577,Industrialized,,,,
Stewart2018,SRR7571879,Finland,9.297741273,Industrialized,,,,
Stewart2018,SRR7571885,Colorado (US),6.209445585,Industrialized,,,,
Stewart2018,SRR7571926,Sweden,32.91991786,Industrialized,,,,
Stewart2018,SRR7571930,Sweden,11.07186858,Industrialized,,,,
Stewart2018,SRR7571939,Sweden,30.39014374,Industrialized,,,,
Stewart2018,SRR7571948,Finland,25.69199179,Industrialized,,,,
Stewart2018,SRR7571965,Finland,20.07392197,Industrialized,,,,
Stewart2018,SRR7571992,Finland,3.482546201,Industrialized,,,,
Stewart2018,SRR7571996,Sweden,7.09650924,Industrialized,,,,
Stewart2018,SRR7572003,Washington,17.28131417,Industrialized,,,,
Stewart2018,SRR7572009,Sweden,35.28542094,Industrialized,,,,
Stewart2018,SRR7572010,Sweden,28.38603696,Industrialized,,,,
Stewart2018,SRR7572012,Colorado (US),7.457905544,Industrialized,,,,
Stewart2018,SRR7572013,Finland,22.14373717,Industrialized,,,,
Stewart2018,SRR7572028,Finland,7.030800821,Industrialized,,,,
Stewart2018,SRR7572045,Finland,4.435318275,Industrialized,,,,
Stewart2018,SRR7572064,Finland,13.10882957,Industrialized,,,,
Stewart2018,SRR7572078,Sweden,8.016427105,Industrialized,,,,
Stewart2018,SRR7572108,Colorado (US),16.06570842,Industrialized,,,,
Stewart2018,SRR7572136,Finland,27.33470226,Industrialized,,,,
Stewart2018,SRR7572149,Finland,18.98973306,Industrialized,,,,
Stewart2018,SRR7572165,Finland,5.026694045,Industrialized,,,,
Stewart2018,SRR7572186,Sweden,7.622176591,Industrialized,,,,
Stewart2018,SRR7572195,Finland,7.72073922,Industrialized,,,,
Stewart2018,SRR7572226,Sweden,2.628336756,Industrialized,,,,
Stewart2018,SRR7572247,Finland,4.960985626,Industrialized,,,,
Stewart2018,SRR7572278,Colorado (US),3.285420945,Industrialized,,,,
Stewart2018,SRR7572376,Georgia (US),7.490759754,Industrialized,,,,
Stewart2018,SRR7572391,Washington,35.54825462,Industrialized,,,,
Stewart2018,SRR7572427,Germany,6.439425051,Industrialized,,,,
Stewart2018,SRR7572455,Sweden,5.223819302,Industrialized,,,,
Stewart2018,SRR7572499,Washington,3.383983573,Industrialized,,,,
Stewart2018,SRR7572515,Colorado (US),18.39835729,Industrialized,,,,
Stewart2018,SRR7572517,Colorado (US),21.65092402,Industrialized,,,,
Stewart2018,SRR7572527,Finland,4.369609856,Industrialized,,,,
Stewart2018,SRR7572538,Sweden,34.00410678,Industrialized,,,,
Stewart2018,SRR7572552,Sweden,6.899383984,Industrialized,,,,
Stewart2018,SRR7572576,Finland,27.43326489,Industrialized,,,,
Stewart2018,SRR7572577,Sweden,29.37166324,Industrialized,,,,
Stewart2018,SRR7572581,Finland,19.05544148,Industrialized,,,,
Stewart2018,SRR7572600,Germany,7.786447639,Industrialized,,,,
Stewart2018,SRR7572614,Finland,5.026694045,Industrialized,,,,
Stewart2018,SRR7572643,Sweden,10.34907598,Industrialized,,,,
Stewart2018,SRR7572678,Germany,9.790554415,Industrialized,,,,
Stewart2018,SRR7572695,Washington,3.712525667,Industrialized,,,,
Stewart2018,SRR7572728,Sweden,6.209445585,Industrialized,,,,
Stewart2018,SRR7572750,Finland,10.31622177,Industrialized,,,,
Stewart2018,SRR7572772,Colorado (US),6.176591376,Industrialized,,,,
Stewart2018,SRR7572786,Sweden,12.97741273,Industrialized,,,,
Stewart2018,SRR7572833,Finland,8.87063655,Industrialized,,,,
Stewart2018,SRR7572834,Sweden,32.91991786,Industrialized,,,,
Stewart2018,SRR7572839,Sweden,6.965092402,Industrialized,,,,
Stewart2018,SRR7572865,Sweden,33.83983573,Industrialized,,,,
Stewart2018,SRR7572868,Finland,21.02669405,Industrialized,,,,
Stewart2018,SRR7572871,Colorado (US),21.19096509,Industrialized,,,,
Stewart2018,SRR7572928,Sweden,9.166324435,Industrialized,,,,
Stewart2018,SRR7572941,Finland,15.04722793,Industrialized,,,,
Stewart2018,SRR7572945,Sweden,9.856262834,Industrialized,,,,
Stewart2018,SRR7572967,Colorado (US),13.27310062,Industrialized,,,,
Stewart2018,SRR7572986,Finland,3.876796715,Industrialized,,,,
Stewart2018,SRR7572995,Finland,34.00410678,Industrialized,,,,
Stewart2018,SRR7573016,Germany,30.48870637,Industrialized,,,,
Stewart2018,SRR7573073,Sweden,28.15605749,Industrialized,,,,
Stewart2018,SRR7573082,Georgia (US),23.16221766,Industrialized,,,,
Stewart2018,SRR7573089,Finland,21.61806982,Industrialized,,,,
Stewart2018,SRR7573116,Washington,8.90349076,Industrialized,,,,
Stewart2018,SRR7573122,Sweden,8.87063655,Industrialized,,,,
Stewart2018,SRR7573136,Sweden,15.96714579,Industrialized,,,,
Stewart2018,SRR7573150,Sweden,12.15605749,Industrialized,,,,
Stewart2018,SRR7573188,Washington,21.97946612,Industrialized,,,,
Stewart2018,SRR7573195,Sweden,12.48459959,Industrialized,,,,
Stewart2018,SRR7573196,Sweden,28.09034908,Industrialized,,,,
Stewart2018,SRR7573231,Finland,5.552361396,Industrialized,,,,
Stewart2018,SRR7573232,Germany,9.921971253,Industrialized,,,,
Stewart2018,SRR7573247,Colorado (US),16.32854209,Industrialized,,,,
Stewart2018,SRR7573271,Finland,31.11293634,Industrialized,,,,
Stewart2018,SRR7573285,Sweden,5.059548255,Industrialized,,,,
Stewart2018,SRR7573290,Colorado (US),20.73100616,Industrialized,,,,
Stewart2018,SRR7573305,Sweden,10.97330595,Industrialized,,,,
Stewart2018,SRR7573318,Sweden,22.07802875,Industrialized,,,,
Stewart2018,SRR7573324,Colorado (US),6.110882957,Industrialized,,,,
Stewart2018,SRR7573337,Germany,17.28131417,Industrialized,,,,
Stewart2018,SRR7573380,Germany,5.388090349,Industrialized,,,,
Stewart2018,SRR7573410,Washington,4.796714579,Industrialized,,,,
Stewart2018,SRR7573418,Germany,20.99383984,Industrialized,,,,
Stewart2018,SRR7573448,Finland,8.476386037,Industrialized,,,,
Stewart2018,SRR7573474,Sweden,8.082135524,Industrialized,,,,
Stewart2018,SRR7573480,Washington,12.64887064,Industrialized,,,,
Stewart2018,SRR7573486,Finland,8.936344969,Industrialized,,,,
Stewart2018,SRR7573500,Colorado (US),15.04722793,Industrialized,,,,
Stewart2018,SRR7573506,Sweden,24.57494867,Industrialized,,,,
Stewart2018,SRR7573538,Finland,16.42710472,Industrialized,,,,
Stewart2018,SRR7573539,Germany,24.0164271,Industrialized,,,,
Stewart2018,SRR7573549,Georgia (US),9.987679671,Industrialized,,,,
Stewart2018,SRR7573557,Germany,18.36550308,Industrialized,,,,
Stewart2018,SRR7573577,Finland,10.41478439,Industrialized,,,,
Stewart2018,SRR7573600,Finland,4.205338809,Industrialized,,,,
Stewart2018,SRR7573616,Washington,7.359342916,Industrialized,,,,
Stewart2018,SRR7573646,Finland,25.42915811,Industrialized,,,,
Stewart2018,SRR7573651,Washington,8.27926078,Industrialized,,,,
Stewart2018,SRR7573668,Finland,16.09856263,Industrialized,,,,
Stewart2018,SRR7573680,Sweden,16.82135524,Industrialized,,,,
Stewart2018,SRR7573696,Finland,4.533880903,Industrialized,,,,
Stewart2018,SRR7573794,Finland,4.796714579,Industrialized,,,,
Stewart2018,SRR7573838,Finland,30.22587269,Industrialized,,,,
Stewart2018,SRR7573859,Colorado (US),3.778234086,Industrialized,,,,
Stewart2018,SRR7573890,Sweden,9.002053388,Industrialized,,,,
Stewart2018,SRR7573906,Colorado (US),6.176591376,Industrialized,,,,
Stewart2018,SRR7573914,Sweden,27.00616016,Industrialized,,,,
Stewart2018,SRR7573928,Finland,12.25462012,Industrialized,,,,
Stewart2018,SRR7573973,Finland,4.76386037,Industrialized,,,,
Stewart2018,SRR7574010,Sweden,9.034907598,Industrialized,,,,
Stewart2018,SRR7574044,Germany,10.11909651,Industrialized,,,,
Stewart2018,SRR7574083,Colorado (US),5.35523614,Industrialized,,,,
Stewart2018,SRR7574129,Georgia (US),11.86036961,Industrialized,,,,
Stewart2018,SRR7574130,Sweden,10.48049281,Industrialized,,,,
Stewart2018,SRR7574131,Germany,22.43942505,Industrialized,,,,
Stewart2018,SRR7574155,Germany,5.125256674,Industrialized,,,,
Stewart2018,SRR7574211,Finland,28.94455852,Industrialized,,,,
Stewart2018,SRR7574242,Sweden,12.15605749,Industrialized,,,,
Stewart2018,SRR7574243,Finland,19.77823409,Industrialized,,,,
Stewart2018,SRR7574270,Germany,8.344969199,Industrialized,,,,
Stewart2018,SRR7574289,Colorado (US),29.17453799,Industrialized,,,,
Stewart2018,SRR7574303,Sweden,5.125256674,Industrialized,,,,
Stewart2018,SRR7574320,Finland,5.026694045,Industrialized,,,,
Stewart2018,SRR7574331,Sweden,29.10882957,Industrialized,,,,
Stewart2018,SRR7574353,Finland,8.016427105,Industrialized,,,,
Stewart2018,SRR7574374,Finland,14.19301848,Industrialized,,,,
Stewart2018,SRR7574378,Finland,11.17043121,Industrialized,,,,
Stewart2018,SRR7574388,Sweden,16.03285421,Industrialized,,,,
Stewart2018,SRR7574408,Finland,8.476386037,Industrialized,,,,
Stewart2018,SRR7574433,Colorado (US),19.25256674,Industrialized,,,,
Stewart2018,SRR7574439,Colorado (US),10.48049281,Industrialized,,,,
Stewart2018,SRR7574468,Sweden,13.07597536,Industrialized,,,,
Stewart2018,SRR7574489,Sweden,23.09650924,Industrialized,,,,
Stewart2018,SRR7574491,Georgia (US),8.082135524,Industrialized,,,,
Stewart2018,SRR7574503,Georgia (US),30.78439425,Industrialized,,,,
Stewart2018,SRR7574505,Finland,12.22176591,Industrialized,,,,
Stewart2018,SRR7574519,Colorado (US),3.745379877,Industrialized,,,,
Stewart2018,SRR7574520,Sweden,17.87268994,Industrialized,,,,
Stewart2018,SRR7574580,Sweden,10.51334702,Industrialized,,,,
Stewart2018,SRR7574638,Sweden,4.76386037,Industrialized,,,,
Stewart2018,SRR7574644,Colorado (US),35.02258727,Industrialized,,,,
Stewart2018,SRR7574676,Washington,15.21149897,Industrialized,,,,
Stewart2018,SRR7574757,Sweden,12.61601643,Industrialized,,,,
Stewart2018,SRR7574790,Germany,31.44147844,Industrialized,,,,
Stewart2018,SRR7574832,Sweden,13.70020534,Industrialized,,,,
Stewart2018,SRR7574838,Finland,8.804928131,Industrialized,,,,
Stewart2018,SRR7574846,Finland,6.767967146,Industrialized,,,,
Stewart2018,SRR7574862,Sweden,11.99178645,Industrialized,,,,
Stewart2018,SRR7574864,Sweden,4.468172485,Industrialized,,,,
Stewart2018,SRR7574868,Sweden,34.89117043,Industrialized,,,,
Stewart2018,SRR7574891,Colorado (US),23.19507187,Industrialized,,,,
Stewart2018,SRR7574903,Finland,6.899383984,Industrialized,,,,
Stewart2018,SRR7574922,Colorado (US),31.24435318,Industrialized,,,,
Stewart2018,SRR7574929,Colorado (US),25.13347023,Industrialized,,,,
Stewart2018,SRR7574945,Finland,34.00410678,Industrialized,,,,
Stewart2018,SRR7574986,Sweden,28.28747433,Industrialized,,,,
Stewart2018,SRR7574988,Germany,20.92813142,Industrialized,,,,
Stewart2018,SRR7575002,Washington,23.12936345,Industrialized,,,,
Stewart2018,SRR7575005,Germany,10.64476386,Industrialized,,,,
Stewart2018,SRR7575020,Germany,33.18275154,Industrialized,,,,
Stewart2018,SRR7575025,Colorado (US),9.199178645,Industrialized,,,,
Stewart2018,SRR7575028,Colorado (US),23.39219713,Industrialized,,,,
Stewart2018,SRR7575036,Finland,3.482546201,Industrialized,,,,
Stewart2018,SRR7575042,Washington,15.86858316,Industrialized,,,,
Stewart2018,SRR7575049,Sweden,24.18069815,Industrialized,,,,
Stewart2018,SRR7575110,Finland,5.059548255,Industrialized,,,,
Stewart2018,SRR7575118,Sweden,4.928131417,Industrialized,,,,
Stewart2018,SRR7575172,Washington,2.694045175,Industrialized,,,,
Stewart2018,SRR7575189,Sweden,9.330595483,Industrialized,,,,
Stewart2018,SRR7575190,Finland,16.78850103,Industrialized,,,,
Stewart2018,SRR7575209,Finland,11.8275154,Industrialized,,,,
Stewart2018,SRR7575228,Washington,9.593429158,Industrialized,,,,
Stewart2018,SRR7575240,Sweden,8.147843943,Industrialized,,,,
Stewart2018,SRR7575241,Sweden,8.344969199,Industrialized,,,,
Stewart2018,SRR7575247,Finland,8.443531828,Industrialized,,,,
Stewart2018,SRR7575259,Colorado (US),8.114989733,Industrialized,,,,
Stewart2018,SRR7575278,Sweden,8.574948665,Industrialized,,,,
Stewart2018,SRR7575323,Sweden,10.11909651,Industrialized,,,,
Stewart2018,SRR7575336,Sweden,17.80698152,Industrialized,,,,
Stewart2018,SRR7575339,Germany,6.275154004,Industrialized,,,,
Stewart2018,SRR7575364,Sweden,9.954825462,Industrialized,,,,
Stewart2018,SRR7575365,Finland,14.16016427,Industrialized,,,,
Stewart2018,SRR7575372,Finland,9.396303901,Industrialized,,,,
Stewart2018,SRR7575422,Germany,5.9137577,Industrialized,,,,
Stewart2018,SRR7575452,Sweden,6.53798768,Industrialized,,,,
Stewart2018,SRR7575473,Sweden,12.35318275,Industrialized,,,,
Stewart2018,SRR7575478,Finland,29.99589322,Industrialized,,,,
Stewart2018,SRR7575492,Georgia (US),18.39835729,Industrialized,,,,
Stewart2018,SRR7575534,Colorado (US),5.223819302,Industrialized,,,,
Stewart2018,SRR7575556,Finland,10.0862423,Industrialized,,,,
Stewart2018,SRR7575592,Sweden,9.232032854,Industrialized,,,,
Stewart2018,SRR7575594,Colorado (US),24.08213552,Industrialized,,,,
Stewart2018,SRR7575612,Georgia (US),31.83572895,Industrialized,,,,
Stewart2018,SRR7575626,Washington,16.13141684,Industrialized,,,,
Stewart2018,SRR7575650,Colorado (US),8.772073922,Industrialized,,,,
Stewart2018,SRR7575656,Finland,14.16016427,Industrialized,,,,
Stewart2018,SRR7575661,Finland,8.739219713,Industrialized,,,,
Stewart2018,SRR7575708,Sweden,11.56468172,Industrialized,,,,
Stewart2018,SRR7575710,Sweden,9.034907598,Industrialized,,,,
Stewart2018,SRR7575727,Sweden,27.10472279,Industrialized,,,,
Stewart2018,SRR7575729,Germany,6.767967146,Industrialized,,,,
Stewart2018,SRR7575748,Sweden,24.14784394,Industrialized,,,,
Stewart2018,SRR7575770,Sweden,5.026694045,Industrialized,,,,
Stewart2018,SRR7575780,Colorado (US),15.40862423,Industrialized,,,,
Stewart2018,SRR7575819,Washington,8.213552361,Industrialized,,,,
Stewart2018,SRR7575835,Sweden,7.753593429,Industrialized,,,,
Stewart2018,SRR7575855,Sweden,34.66119097,Industrialized,,,,
Stewart2018,SRR7575859,Colorado (US),3.843942505,Industrialized,,,,
Stewart2018,SRR7575864,Sweden,9.133470226,Industrialized,,,,
Stewart2018,SRR7575890,Germany,22.24229979,Industrialized,,,,
Stewart2018,SRR7575892,Finland,3.679671458,Industrialized,,,,
Stewart2018,SRR7575895,Sweden,8.31211499,Industrialized,,,,
Stewart2018,SRR7575902,Germany,7.063655031,Industrialized,,,,
Stewart2018,SRR7575904,Washington,24.60780287,Industrialized,,,,
Stewart2018,SRR7575978,Sweden,22.17659138,Industrialized,,,,
Stewart2018,SRR7576009,Washington,26.71047228,Industrialized,,,,
Stewart2018,SRR7576093,Finland,7.030800821,Industrialized,,,,
Stewart2018,SRR7576094,Sweden,34.03696099,Industrialized,,,,
Stewart2018,SRR7576095,Finland,15.40862423,Industrialized,,,,
Stewart2018,SRR7576098,Finland,3.876796715,Industrialized,,,,
Stewart2018,SRR7576125,Washington,16.98562628,Industrialized,,,,
Stewart2018,SRR7576132,Sweden,16.88706366,Industrialized,,,,
Stewart2018,SRR7576144,Sweden,18.98973306,Industrialized,,,,
Stewart2018,SRR7576172,Finland,18.26694045,Industrialized,,,,
Stewart2018,SRR7576214,Finland,15.80287474,Industrialized,,,,
Stewart2018,SRR7576224,Sweden,30.91581109,Industrialized,,,,
Stewart2018,SRR7576241,Sweden,8.049281314,Industrialized,,,,
Stewart2018,SRR7576260,Finland,35.18685832,Industrialized,,,,
Stewart2018,SRR7576269,Sweden,17.3798768,Industrialized,,,,
Stewart2018,SRR7576287,Colorado (US),8.673511294,Industrialized,,,,
Stewart2018,SRR7576343,Sweden,14.12731006,Industrialized,,,,
Stewart2018,SRR7576366,Finland,5.059548255,Industrialized,,,,
Stewart2018,SRR7576375,Sweden,28.05749487,Industrialized,,,,
Stewart2018,SRR7576381,Colorado (US),21.15811088,Industrialized,,,,
Stewart2018,SRR7576385,Sweden,11.99178645,Industrialized,,,,
Stewart2018,SRR7576404,Finland,14.65297741,Industrialized,,,,
Stewart2018,SRR7576438,Finland,4.895277207,Industrialized,,,,
Stewart2018,SRR7576447,Finland,31.67145791,Industrialized,,,,
Stewart2018,SRR7576460,Sweden,25.19917864,Industrialized,,,,
Stewart2018,SRR7576478,Georgia (US),28.02464066,Industrialized,,,,
Stewart2018,SRR7576484,Colorado (US),5.420944559,Industrialized,,,,
Stewart2018,SRR7576493,Washington,6.899383984,Industrialized,,,,
Stewart2018,SRR7576526,Colorado (US),5.092402464,Industrialized,,,,
Stewart2018,SRR7576554,Washington,21.19096509,Industrialized,,,,
Stewart2018,SRR7576556,Colorado (US),6.209445585,Industrialized,,,,
Stewart2018,SRR7576577,Colorado (US),3.088295688,Industrialized,,,,
Stewart2018,SRR7576593,Washington,12.35318275,Industrialized,,,,
Stewart2018,SRR7576630,Sweden,20.862423,Industrialized,,,,
Stewart2018,SRR7576637,Sweden,12.1889117,Industrialized,,,,
Stewart2018,SRR7576657,Finland,14.98151951,Industrialized,,,,
Stewart2018,SRR7576697,Colorado (US),20.73100616,Industrialized,,,,
Stewart2018,SRR7576728,Colorado (US),12.8788501,Industrialized,,,,
Stewart2018,SRR7576735,Sweden,15.08008214,Industrialized,,,,
Stewart2018,SRR7576755,Finland,30.45585216,Industrialized,,,,
Stewart2018,SRR7576767,Germany,7.589322382,Industrialized,,,,
Stewart2018,SRR7576772,Washington,5.848049281,Industrialized,,,,
Stewart2018,SRR7576828,Germany,18.20123203,Industrialized,,,,
Stewart2018,SRR7576833,Sweden,10.0862423,Industrialized,,,,
Stewart2018,SRR7576854,Colorado (US),16.45995893,Industrialized,,,,
Stewart2018,SRR7576855,Sweden,11.92607803,Industrialized,,,,
Stewart2018,SRR7576857,Colorado (US),7.917864476,Industrialized,,,,
Stewart2018,SRR7576862,Germany,15.01437372,Industrialized,,,,
Stewart2018,SRR7576865,Finland,13.33880903,Industrialized,,,,
Stewart2018,SRR7576866,Finland,9.987679671,Industrialized,,,,
Stewart2018,SRR7576872,Sweden,8.344969199,Industrialized,,,,
Stewart2018,SRR7576879,Finland,8.673511294,Industrialized,,,,
Stewart2018,SRR7576913,Washington,3.646817248,Industrialized,,,,
Stewart2018,SRR7576926,Finland,34.03696099,Industrialized,,,,
Stewart2018,SRR7576946,Sweden,21.15811088,Industrialized,,,,
Stewart2018,SRR7576952,Washington,21.05954825,Industrialized,,,,
Stewart2018,SRR7577011,Washington,20.30390144,Industrialized,,,,
Stewart2018,SRR7577033,Finland,12.45174538,Industrialized,,,,
Stewart2018,SRR7577054,Sweden,16.65708419,Industrialized,,,,
Stewart2018,SRR7577059,Sweden,8.213552361,Industrialized,,,,
Stewart2018,SRR7577065,Finland,4.928131417,Industrialized,,,,
Stewart2018,SRR7577089,Sweden,6.997946612,Industrialized,,,,
Stewart2018,SRR7577109,Colorado (US),7.983572895,Industrialized,,,,
Stewart2018,SRR7577111,Sweden,6.340862423,Industrialized,,,,
Stewart2018,SRR7577117,Sweden,7.162217659,Industrialized,,,,
Stewart2018,SRR7577135,Washington,22.99794661,Industrialized,,,,
Stewart2018,SRR7577146,Colorado (US),20.23819302,Industrialized,,,,
Stewart2018,SRR7577215,Sweden,24.93634497,Industrialized,,,,
Stewart2018,SRR7577227,Finland,6.110882957,Industrialized,,,,
Stewart2018,SRR7577234,Colorado (US),17.18275154,Industrialized,,,,
Stewart2018,SRR7577287,Finland,6.406570842,Industrialized,,,,
Stewart2018,SRR7577306,Washington,7.523613963,Industrialized,,,,
Stewart2018,SRR7577308,Colorado (US),15.04722793,Industrialized,,,,
Stewart2018,SRR7577311,Sweden,11.00616016,Industrialized,,,,
Stewart2018,SRR7577325,Sweden,5.059548255,Industrialized,,,,
Stewart2018,SRR7577329,Sweden,16.13141684,Industrialized,,,,
Stewart2018,SRR7577341,Germany,5.453798768,Industrialized,,,,
