otuId	kingdom	phylum	class	order	family	genus	species
OTU_1166_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__Peptostreptococcus	s__Peptostreptococcus_sp._MDA2346-2
OTU_1168_2017_08_17	k__Bacteria	p__TM7	c__TM7-3	o__CW040			
OTU_1169_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._enrichment_culture_clone_06-1235251-89
OTU_117_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1170_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1171_2017_08_17	k__Bacteria	p__Thermi	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__Deinococcus_geothermalis
OTU_1172_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Coprococcus	
OTU_1173_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Flexibacteraceae	g__Flectobacillus	
OTU_1174_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__unclassified_Peptostreptococcaceae	s__Peptostreptococcaceae_bacterium_canine_oral_taxon_030
OTU_1175_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1176_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._6-12
OTU_1177_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__Blautia_producta
OTU_1178_2017_08_17	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_dispar
OTU_1179_2017_08_17	k__Bacteria	p__Chlamydiae	c__Chlamydiia	o__Chlamydiales	f__Parachlamydiaceae	g__Candidatus_Protochlamydia	
OTU_118_2017_08_17	k__Bacteria	p__Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	
OTU_1180_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__Blautia_producta
OTU_1182_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	
OTU_1183_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Coriobacteriales	f__Coriobacteriaceae	g__Adlercreutzia	
OTU_1184_2017_08_17	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_lactis
OTU_1185_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	s__Ruminococcus_bromii
OTU_1186_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_galacturonicus
OTU_1187_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Anaerofilum	
OTU_1188_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Anaerostipes	
OTU_1189_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_tertium
OTU_119_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1191_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1192_2017_08_17	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_canadense
OTU_1193_2017_08_17	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Alloiococcus	
OTU_1194_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._ID5
OTU_1195_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__Blautia_producta
OTU_1196_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__ambiguous_Clostridia			
OTU_1197_2017_08_17	k__Bacteria	p__Tenericutes	c__Mollicutes	o__RF39			
OTU_1198_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_phytofermentans_ISDg
OTU_1199_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__Blautia_producta
OTU_120_2017_08_17	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium_nucleatum
OTU_1200_2017_08_17	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella_oxytoca
OTU_1201_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Coriobacteriales	f__Coriobacteriaceae	g__Adlercreutzia	
OTU_1202_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7		
OTU_1204_2017_08_17	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_bouvetii
OTU_1205_2017_08_17	k__Bacteria	p__Firmicutes	c__RF3	o__ML615J-28			
OTU_1206_2017_08_17	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Candidatus_Tammella	
OTU_1207_2017_08_17	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Tatlockia	
OTU_1208_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_coprocola
OTU_1209_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	
OTU_121_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Mogibacterium	
OTU_1210_2017_08_17	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus_amylolyticus
OTU_1211_2017_08_17	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_adolescentis
OTU_1214_2017_08_17	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__Legionella_geestiana
OTU_1215_2017_08_17	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Virgibacillus	s__Virgibacillus_proomii
OTU_1217_2017_08_17	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Cerasicoccales	f__Cerasicoccaceae		
OTU_1218_2017_08_17	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_sp._Phocoena_C-264-GEN
OTU_1219_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._cTPY-17
OTU_122_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._cf3-PUG
OTU_1220_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Paraprevotellaceae	g__Prevotella	
OTU_1221_2017_08_17	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Dethiosulfovibrionaceae	g__Pyramidobacter	
OTU_1222_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__Sphingobacterium_multivorum
OTU_1223_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_intermedia
OTU_1224_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Odoribacteraceae	g__Odoribacter	
OTU_1225_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1226_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Butyrivibrio	
OTU_1227_2017_08_17	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Synergistes	
OTU_1228_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7		
OTU_1229_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._Clone-16
OTU_123_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_lavalense
OTU_1230_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	
OTU_1231_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_cf._forsythus_oral_clone_BU063
OTU_1232_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1233_2017_08_17	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__Burkholderia_sp._PE-GR04
OTU_1235_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._Clone-17
OTU_5082_2017_08_17	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria		
OTU_1236_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_cellobioparum
OTU_1237_2017_08_17	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Pseudonocardiaceae	g__Saccharopolyspora	
OTU_1238_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._enrichment_culture_clone_NHT29
OTU_1239_2017_08_17	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	
OTU_124_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._cTPY-17
OTU_1240_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	s__Blautia_producta
OTU_1241_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1242_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1243_2017_08_17	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria		
OTU_1244_2017_08_17	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_sp._Mirounga_ES2774-NASSP4
OTU_1245_2017_08_17	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__Desulfobulbus	
OTU_1246_2017_08_17	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella	
OTU_1247_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._CRIB
OTU_1248_2017_08_17	k__Bacteria	p__Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	
OTU_1249_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_caenicola
OTU_125_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sardiniense
OTU_1250_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_lavalense
OTU_1251_2017_08_17	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter_sp.
OTU_1252_2017_08_17	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter_sp._Wee_Tee
OTU_1253_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._BTY5
OTU_1254_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	
OTU_1255_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._cTPY-17
OTU_1256_2017_08_17	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae		
OTU_1257_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Coriobacteriales	f__Coriobacteriaceae	g__Adlercreutzia	
OTU_3258_2017_08_17	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_conjunctivae
OTU_1258_2017_08_17	k__Bacteria	p__Lentisphaerae	c__Lentisphaeria	o__Victivallales	f__Victivallaceae		
OTU_1259_2017_08_17	k__Bacteria	p__Tenericutes	c__Mollicutes	o__RF39			
OTU_126_2017_08_17	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_mucosae
OTU_1260_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._T-1-35
OTU_1261_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Coriobacteriales	f__Coriobacteriaceae	g__Slackia	
OTU_1262_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Oribacterium	
OTU_1263_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Dorea	
OTU_1265_2017_08_17	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_breve
OTU_1266_2017_08_17	k__Bacteria	p__Tenericutes	c__Mollicutes	o__RF39			
OTU_1267_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	s__Dialister_micraerophilus
OTU_1268_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1269_2017_08_17	k__Bacteria	p__Firmicutes	c__RF3	o__ML615J-28			
OTU_127_2017_08_17	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_anginosus
OTU_1270_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	
OTU_1271_2017_08_17	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Serratia	s__Serratia_sp._PTSe-1
OTU_1272_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	
OTU_1273_2017_08_17	k__Bacteria	p__Chlamydiae	c__Chlamydiia	o__Chlamydiales	f__Rhabdochlamydiaceae	g__Candidatus_Rhabdochlamydia	
OTU_1274_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7		
OTU_1275_2017_08_17	k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Coprobacillaceae		
OTU_1277_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1278_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1279_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_coprophilus
OTU_128_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_symbiosum
OTU_1280_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	
OTU_1281_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Helcococcus	
OTU_1283_2017_08_17	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_gallinarum
OTU_1284_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Ruminococcus	
OTU_1285_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._C9
OTU_1286_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_methylpentosum_DSM_5476
OTU_1287_2017_08_17	k__Bacteria	p__Deferribacteres	c__Deferribacteres	o__Deferribacterales	f__Deferribacteraceae	g__Mucispirillum	s__Mucispirillum_schaedleri
OTU_1288_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__unclassified_Peptostreptococcaceae	s__Peptostreptococcaceae_bacterium_oral_taxon_091
OTU_1289_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_129_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Paraprevotellaceae	g__Prevotella	
OTU_1290_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__unclassified_Peptostreptococcaceae	s__Peptostreptococcaceae_bacterium_canine_oral_taxon_074
OTU_1291_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Coriobacteriales	f__Coriobacteriaceae		
OTU_1292_2017_08_17	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__Burkholderia_sp._HOT13
OTU_1293_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__unclassified_Peptostreptococcaceae	s__Peptostreptococcaceae_bacterium_canine_oral_taxon_124
OTU_1294_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._Clone-17
OTU_1295_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Coriobacteriales	f__Coriobacteriaceae	g__Olsenella	s__Olsenella_uli
OTU_1296_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_malenominatum
OTU_1297_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Anaerococcus	
OTU_1298_2017_08_17	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta			
OTU_13_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Ruminococcus	s__Ruminococcus_gnavus
OTU_130_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__Peptostreptococcus	s__Peptostreptococcus_stomatis
OTU_1300_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._6-44
OTU_1301_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_saccharogumia
OTU_1302_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium_prausnitzii
OTU_1303_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1305_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_oroticum
OTU_1306_2017_08_17	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Rahnella	s__Rahnella_aquatilis
OTU_1307_2017_08_17	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_vulturii
OTU_1308_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7		
OTU_1309_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Barnesiella	s__Barnesiella_intestinihominis
OTU_131_2017_08_17	k__Bacteria	p__Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	
OTU_1310_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__unclassified_Peptostreptococcaceae	s__Peptostreptococcaceae_bacterium_SK031
OTU_1311_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Butyrivibrio	
OTU_1312_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_galacturonicus
OTU_1313_2017_08_17	k__Bacteria	p__Tenericutes	c__Mollicutes	o__RF39			
OTU_1314_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__Peptostreptococcus	s__Peptostreptococcus_sp._S1
OTU_1315_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__S24-7		
OTU_1316_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._T-1-35
OTU_1317_2017_08_17	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Klebsiella	s__ambiguous_Klebsiella
OTU_1318_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Tannerella	s__Tannerella_forsythia
OTU_1319_2017_08_17	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_sp._T17/4F
OTU_132_2017_08_17	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_delbrueckii_subsp._bulgaricus
OTU_1320_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._265b
OTU_1321_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1322_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae		
OTU_1323_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_aldenense
OTU_1325_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_cellulolyticum_H10
OTU_1326_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__ambiguous_Bacteroides
OTU_1327_2017_08_17	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	
OTU_1328_2017_08_17	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Cerasicoccales	f__Cerasicoccaceae		
OTU_1329_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._CT1
OTU_133_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Oribacterium	
OTU_1330_2017_08_17	k__Bacteria	p__Firmicutes	c__ambiguous_Firmicutes				
OTU_1331_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	
OTU_1332_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Dorea	
OTU_1333_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_methylpentosum_DSM_5476
OTU_1334_2017_08_17	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_septicus
OTU_1335_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._T-1-35
OTU_1336_2017_08_17	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_herbivorans
